transaction_description,category,country,currency,user_id,amount,date
Dental - USA,Healthcare & Medical,USA,USD,freelancer,293.29,2023-07-27
CIA - USA TXN893035,Government & Legal,USA,USD,freelancer,265.14,2023-07-27
MARTA - USA,Transportation,USA,USD,freelancer,20.43,2023-07-27
Dropbox,Utilities & Services,USA,USD,freelancer,13.88,2023-07-27
Gold's Gym,Entertainment & Recreation,USA,USD,freelancer,30.16,2023-07-28
Regal,Entertainment & Recreation,USA,USD,freelancer,35.94,2023-07-28
Subway - USA,Food & Dining,USA,USD,freelancer,27.4,2023-08-01
Occupational Therapy (Digital Wallet),Healthcare & Medical,USA,USD,freelancer,34.55,2023-08-01
Income,Income,USA,USD,freelancer,7189.58,2023-08-02
Cable Internet - Lunch Time,Utilities & Services,USA,USD,freelancer,93.28,2023-08-02
M&T Bank - USA Online TXN904470,Financial Services,USA,USD,freelancer,516.36,2023-08-02
Congress,Government & Legal,USA,USD,freelancer,368.77,2023-08-03
Walgreens Branch,Healthcare & Medical,USA,USD,freelancer,418.23,2023-08-03
Popeyes TXN839810,Food & Dining,USA,USD,freelancer,49.49,2023-08-03
Dollar Tree,Shopping & Retail,USA,USD,freelancer,140.35,2023-08-03
UCLA Medical - Dinner Time,Healthcare & Medical,USA,USD,freelancer,279.68,2023-08-03
Income,Income,USA,USD,freelancer,4066.59,2023-08-04
Target - USA,Food & Dining,USA,USD,freelancer,9.35,2023-08-04
Sparklight Online,Utilities & Services,USA,USD,freelancer,193.22,2023-08-04
Hulu #2836 - Morning,Entertainment & Recreation,USA,USD,freelancer,148.52,2023-08-04
M&T Bank Store,Financial Services,USA,USD,freelancer,387.35,2023-08-04
GameStop TXN650102,Shopping & Retail,USA,USD,freelancer,156.87,2023-08-04
Bus,Transportation,USA,USD,freelancer,79.32,2023-08-05
Theme Park Campus,Entertainment & Recreation,USA,USD,freelancer,11.7,2023-08-06
Subway #3660,Food & Dining,USA,USD,freelancer,17.12,2023-08-06
CTA #2318 - Weekday,Transportation,USA,USD,freelancer,42.94,2023-08-06
Panda Express #3545 Online,Food & Dining,USA,USD,freelancer,21.15,2023-08-06
SPCA,Charity & Donations,USA,USD,freelancer,10.3,2023-08-06
Gym,Entertainment & Recreation,USA,USD,freelancer,63.88,2023-08-07
Barnes & Noble Station,Shopping & Retail,USA,USD,freelancer,123.9,2023-08-07
City Hall - USA,Government & Legal,USA,USD,freelancer,162.85,2023-08-07
Von Maur Store,Shopping & Retail,USA,USD,freelancer,205.6,2023-08-07
Avis Store Online,Transportation,USA,USD,freelancer,11.4,2023-08-07
UPS Store Store Station,Shopping & Retail,USA,USD,freelancer,120.78,2023-08-08
Trampoline Park #7665,Entertainment & Recreation,USA,USD,freelancer,15.64,2023-08-08
Noodles & Company #7636 - USA Store,Food & Dining,USA,USD,freelancer,36.78,2023-08-08
Wells Fargo - USA (Online),Financial Services,USA,USD,freelancer,894.24,2023-08-08
Amazon Prime,Entertainment & Recreation,USA,USD,freelancer,22.99,2023-08-09
Senate - Holiday,Government & Legal,USA,USD,freelancer,433.52,2023-08-09
Satellite Internet,Utilities & Services,USA,USD,freelancer,273.0,2023-08-09
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,33.47,2023-08-09
Regions Bank (Online),Financial Services,USA,USD,freelancer,673.01,2023-08-10
Checkers - USA Online - Lunch Time,Food & Dining,USA,USD,freelancer,26.22,2023-08-10
Hardee's - USA (Wire),Food & Dining,USA,USD,freelancer,44.44,2023-08-10
Baja Fresh #1519 - Afternoon,Food & Dining,USA,USD,freelancer,25.04,2023-08-11
CVS Online,Healthcare & Medical,USA,USD,freelancer,75.7,2023-08-11
BMO Harris Store,Financial Services,USA,USD,freelancer,80.29,2023-08-11
Mr. Sub Branch Shopping Center,Food & Dining,USA,USD,freelancer,43.44,2023-08-12
Eye Care Store,Healthcare & Medical,USA,USD,freelancer,390.86,2023-08-13
Turo #1838 - USA,Transportation,USA,USD,freelancer,96.11,2023-08-13
Kaiser Permanente,Healthcare & Medical,USA,USD,freelancer,205.84,2023-08-14
Sparklight #5004 Store,Utilities & Services,USA,USD,freelancer,208.17,2023-08-14
Johns Hopkins #3185 Store,Healthcare & Medical,USA,USD,freelancer,338.72,2023-08-15
Alamo,Transportation,USA,USD,freelancer,49.88,2023-08-15
Credit Union - USA,Financial Services,USA,USD,freelancer,732.88,2023-08-15
MTA Online,Transportation,USA,USD,freelancer,28.6,2023-08-17
Medicare - USA (Wire),Government & Legal,USA,USD,freelancer,247.63,2023-08-18
PNC Bank Online (App),Financial Services,USA,USD,freelancer,365.11,2023-08-18
Federal Building - USA - Evening,Government & Legal,USA,USD,freelancer,143.06,2023-08-19
Local Church - Dinner Time,Charity & Donations,USA,USD,freelancer,164.7,2023-08-19
Planet Fitness #4199 - USA,Entertainment & Recreation,USA,USD,freelancer,6.3,2023-08-20
WWF Store Branch,Charity & Donations,USA,USD,freelancer,105.26,2023-08-21
Raising Cane's #6900 TXN817253,Food & Dining,USA,USD,freelancer,28.11,2023-08-21
KeyBank - Night,Financial Services,USA,USD,freelancer,434.26,2023-08-21
Mount Sinai,Healthcare & Medical,USA,USD,freelancer,469.44,2023-08-22
Spotify,Entertainment & Recreation,USA,USD,freelancer,6.63,2023-08-22
Primary Care Online,Healthcare & Medical,USA,USD,freelancer,451.96,2023-08-23
Equinox #3353 Residential,Entertainment & Recreation,USA,USD,freelancer,72.89,2023-08-23
WWF TXN535905,Charity & Donations,USA,USD,freelancer,99.96,2023-08-25
Court Store (ACH),Government & Legal,USA,USD,freelancer,464.44,2023-08-25
Dropbox,Utilities & Services,USA,USD,freelancer,14.39,2023-08-25
Mini Golf - Night,Entertainment & Recreation,USA,USD,freelancer,36.53,2023-08-26
Water Park #4553,Entertainment & Recreation,USA,USD,freelancer,106.37,2023-08-26
Fire Department,Government & Legal,USA,USD,freelancer,301.61,2023-08-26
MRI,Healthcare & Medical,USA,USD,freelancer,202.1,2023-08-26
Barneys New York Center,Shopping & Retail,USA,USD,freelancer,22.39,2023-08-27
Audubon Society #7902 (Mobile),Charity & Donations,USA,USD,freelancer,45.94,2023-08-27
Capitol #3691 - Afternoon,Government & Legal,USA,USD,freelancer,455.09,2023-08-28
Lyft Store Online Center,Transportation,USA,USD,freelancer,64.47,2023-08-28
Xfinity - Afternoon,Utilities & Services,USA,USD,freelancer,106.07,2023-09-01
Saks Fifth Avenue,Shopping & Retail,USA,USD,freelancer,159.13,2023-09-02
Income,Income,USA,USD,freelancer,3918.0,2023-09-03
Animal Shelter - USA Hospital,Charity & Donations,USA,USD,freelancer,148.36,2023-09-03
GameStop #6468 Branch (Online),Shopping & Retail,USA,USD,freelancer,92.39,2023-09-03
Dropbox,Utilities & Services,USA,USD,freelancer,11.93,2023-09-03
State Police TXN578299,Government & Legal,USA,USD,freelancer,69.78,2023-09-04
Permit #7966,Government & Legal,USA,USD,freelancer,190.56,2023-09-05
Bookkeeping Store Online,Financial Services,USA,USD,freelancer,546.67,2023-09-05
Municipal Building #8289,Government & Legal,USA,USD,freelancer,406.8,2023-09-05
Habitat for Humanity,Charity & Donations,USA,USD,freelancer,93.79,2023-09-06
Bus - USA,Transportation,USA,USD,freelancer,98.34,2023-09-06
Ross #9457 Online - Rush Hour,Shopping & Retail,USA,USD,freelancer,40.51,2023-09-06
SPCA Online Branch,Charity & Donations,USA,USD,freelancer,30.03,2023-09-07
Starlink,Utilities & Services,USA,USD,freelancer,250.65,2023-09-08
BART - USA Center,Transportation,USA,USD,freelancer,80.48,2023-09-08
WiFi #9885 - USA,Utilities & Services,USA,USD,freelancer,212.63,2023-09-08
Digital Bank,Financial Services,USA,USD,freelancer,191.75,2023-09-08
MBTA (Digital Wallet),Transportation,USA,USD,freelancer,55.15,2023-09-08
Cable Internet - USA Store TXN229494,Utilities & Services,USA,USD,freelancer,182.87,2023-09-09
Capitol #6049 - Evening,Government & Legal,USA,USD,freelancer,284.17,2023-09-10
TD Bank #9854 Store,Financial Services,USA,USD,freelancer,384.48,2023-09-10
Church Online,Charity & Donations,USA,USD,freelancer,157.39,2023-09-10
United Center TXN835285,Transportation,USA,USD,freelancer,79.21,2023-09-10
ATM Store (Mobile),Financial Services,USA,USD,freelancer,192.3,2023-09-10
NYU Langone #6336 - USA (Cash),Healthcare & Medical,USA,USD,freelancer,149.59,2023-09-11
Arby's,Food & Dining,USA,USD,freelancer,31.99,2023-09-11
GoFundMe - USA Business District,Charity & Donations,USA,USD,freelancer,121.4,2023-09-13
Bank,Financial Services,USA,USD,freelancer,124.01,2023-09-13
Fire Department (Online),Government & Legal,USA,USD,freelancer,279.31,2023-09-13
Alamo #2205 Store Strip Mall,Transportation,USA,USD,freelancer,49.27,2023-09-14
Fundraising #2971,Charity & Donations,USA,USD,freelancer,128.16,2023-09-14
Spotify - USA Store,Entertainment & Recreation,USA,USD,freelancer,76.33,2023-09-17
Internet Provider Store,Utilities & Services,USA,USD,freelancer,95.08,2023-09-18
Carl's Jr,Food & Dining,USA,USD,freelancer,24.97,2023-09-18
Frontier,Transportation,USA,USD,freelancer,72.2,2023-09-18
Bergdorf Goodman Online,Shopping & Retail,USA,USD,freelancer,14.93,2023-09-18
Senior Center Online Center,Charity & Donations,USA,USD,freelancer,53.75,2023-09-19
Bank,Financial Services,USA,USD,freelancer,93.32,2023-09-19
Temple TXN237467,Charity & Donations,USA,USD,freelancer,24.64,2023-09-21
Golf Course,Entertainment & Recreation,USA,USD,freelancer,8.54,2023-09-21
Wells Fargo,Financial Services,USA,USD,freelancer,981.25,2023-09-22
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,36.94,2023-09-22
Charity,Charity & Donations,USA,USD,freelancer,48.36,2023-09-23
CVS Online,Shopping & Retail,USA,USD,freelancer,113.62,2023-09-23
CIA,Government & Legal,USA,USD,freelancer,386.52,2023-09-24
Retirement Planning #5525 Center (Card),Financial Services,USA,USD,freelancer,479.75,2023-09-25
Federal Building #2432,Government & Legal,USA,USD,freelancer,53.54,2023-09-25
Uniqlo Online Branch,Shopping & Retail,USA,USD,freelancer,56.42,2023-09-25
Greenpeace - Dinner Time,Charity & Donations,USA,USD,freelancer,190.56,2023-09-26
Municipal Building - Morning,Government & Legal,USA,USD,freelancer,147.56,2023-09-26
Charter - USA,Utilities & Services,USA,USD,freelancer,90.61,2023-09-26
Spotify,Entertainment & Recreation,USA,USD,freelancer,5.45,2023-09-26
Doctors Without Borders Online,Charity & Donations,USA,USD,freelancer,151.04,2023-09-27
Crunch Fitness Online,Entertainment & Recreation,USA,USD,freelancer,96.81,2023-09-27
Bowling Alley #8625 Online - Rush Hour,Entertainment & Recreation,USA,USD,freelancer,114.51,2023-09-28
Netflix #2040 Store TXN190971,Entertainment & Recreation,USA,USD,freelancer,99.09,2023-09-28
Income,Income,USA,USD,freelancer,3349.52,2023-10-01
BMO Harris Mall,Financial Services,USA,USD,freelancer,243.03,2023-10-01
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,22.96,2023-10-01
Delta - USA Online,Transportation,USA,USD,freelancer,50.27,2023-10-03
Mount Sinai Center,Healthcare & Medical,USA,USD,freelancer,88.4,2023-10-04
Cox #4759 - USA Business District,Utilities & Services,USA,USD,freelancer,201.18,2023-10-04
Income,Income,USA,USD,freelancer,4327.15,2023-10-05
Red Cross #8938 Store,Charity & Donations,USA,USD,freelancer,65.42,2023-10-06
SPCA #9653 Store,Charity & Donations,USA,USD,freelancer,58.8,2023-10-06
DSL,Utilities & Services,USA,USD,freelancer,160.92,2023-10-06
DSL - USA,Utilities & Services,USA,USD,freelancer,200.54,2023-10-06
Nature Conservancy #1229,Charity & Donations,USA,USD,freelancer,156.81,2023-10-06
IKEA - USA Store,Shopping & Retail,USA,USD,freelancer,247.99,2023-10-07
Senate #6380 TXN366835,Government & Legal,USA,USD,freelancer,129.13,2023-10-07
Senate Hospital,Government & Legal,USA,USD,freelancer,76.56,2023-10-07
United Way #3047,Charity & Donations,USA,USD,freelancer,147.51,2023-10-08
Barneys New York,Shopping & Retail,USA,USD,freelancer,115.81,2023-10-08
Bloomingdale's - USA,Shopping & Retail,USA,USD,freelancer,137.15,2023-10-08
Dollar #4229 - USA Branch,Transportation,USA,USD,freelancer,27.67,2023-10-09
Kroger Pharmacy,Healthcare & Medical,USA,USD,freelancer,190.85,2023-10-09
Broadband #6319,Utilities & Services,USA,USD,freelancer,143.07,2023-10-09
HSBC,Financial Services,USA,USD,freelancer,256.86,2023-10-09
BoltBus - USA Shopping Center,Transportation,USA,USD,freelancer,15.67,2023-10-09
Dollar General,Shopping & Retail,USA,USD,freelancer,9.78,2023-10-09
Zipcar #5304 Online,Transportation,USA,USD,freelancer,71.25,2023-10-10
National Parks - USA,Charity & Donations,USA,USD,freelancer,61.19,2023-10-10
Investment Bank,Financial Services,USA,USD,freelancer,256.86,2023-10-10
Bowling Alley,Entertainment & Recreation,USA,USD,freelancer,54.91,2023-10-12
Golf Course #4085 - USA - Lunch Time,Entertainment & Recreation,USA,USD,freelancer,147.36,2023-10-12
MRI - USA,Healthcare & Medical,USA,USD,freelancer,80.85,2023-10-13
Fifth Third #1325 (Digital Wallet),Financial Services,USA,USD,freelancer,865.71,2023-10-15
Rite Aid #2232 Online,Shopping & Retail,USA,USD,freelancer,180.13,2023-10-16
Viasat #3197 Airport,Utilities & Services,USA,USD,freelancer,251.93,2023-10-16
Local Church #3924,Charity & Donations,USA,USD,freelancer,193.36,2023-10-17
Internet Provider,Utilities & Services,USA,USD,freelancer,297.88,2023-10-17
Kroger Pharmacy - USA,Healthcare & Medical,USA,USD,freelancer,53.54,2023-10-18
ReachNow - USA,Transportation,USA,USD,freelancer,12.97,2023-10-18
Mini Golf - USA Store,Entertainment & Recreation,USA,USD,freelancer,93.31,2023-10-18
Uniqlo,Shopping & Retail,USA,USD,freelancer,116.19,2023-10-19
Border Patrol #9139 Center,Government & Legal,USA,USD,freelancer,193.98,2023-10-19
Water Company,Utilities & Services,USA,USD,freelancer,202.38,2023-10-19
MARTA TXN808915,Transportation,USA,USD,freelancer,39.55,2023-10-20
Panera Bread,Food & Dining,USA,USD,freelancer,26.63,2023-10-20
Physical Therapy,Healthcare & Medical,USA,USD,freelancer,275.58,2023-10-20
Parking,Transportation,USA,USD,freelancer,70.79,2023-10-22
DEA Store (Cash),Government & Legal,USA,USD,freelancer,465.72,2023-10-22
Mobile - USA Airport,Utilities & Services,USA,USD,freelancer,80.52,2023-10-22
Stock #6450 (Card),Financial Services,USA,USD,freelancer,443.74,2023-10-22
Panera Bread #8304 Branch,Food & Dining,USA,USD,freelancer,8.63,2023-10-22
Medicare,Government & Legal,USA,USD,freelancer,476.54,2023-10-23
Spotify,Entertainment & Recreation,USA,USD,freelancer,9.56,2023-10-23
Registration #6571 - Lunch Time,Government & Legal,USA,USD,freelancer,269.06,2023-10-24
Internet Provider Branch - Evening,Utilities & Services,USA,USD,freelancer,256.42,2023-10-24
Homeless Shelter - USA,Charity & Donations,USA,USD,freelancer,11.71,2023-10-24
Wealth Management Store - Weekday,Financial Services,USA,USD,freelancer,382.67,2023-10-25
Apple Store Center (ACH),Shopping & Retail,USA,USD,freelancer,191.15,2023-10-25
OfficeMax - USA Branch TXN823690,Shopping & Retail,USA,USD,freelancer,187.44,2023-10-25
Budget #4087,Transportation,USA,USD,freelancer,42.37,2023-10-25
DART,Transportation,USA,USD,freelancer,90.3,2023-10-26
Cinema Airport,Entertainment & Recreation,USA,USD,freelancer,16.56,2023-10-26
SoulCycle - USA Residential,Entertainment & Recreation,USA,USD,freelancer,88.13,2023-10-27
Dropbox,Utilities & Services,USA,USD,freelancer,13.71,2023-10-27
Spirit,Transportation,USA,USD,freelancer,6.97,2023-10-28
Shake Shack - USA,Food & Dining,USA,USD,freelancer,15.06,2023-10-28
Income,Income,USA,USD,freelancer,5716.66,2023-11-01
Dairy Queen Store TXN614212,Food & Dining,USA,USD,freelancer,23.86,2023-11-02
Dropbox,Utilities & Services,USA,USD,freelancer,10.04,2023-11-02
Income,Income,USA,USD,freelancer,3448.33,2023-11-03
Panda Express,Food & Dining,USA,USD,freelancer,35.03,2023-11-03
Adobe Creative Cloud,Shopping & Retail,USA,USD,freelancer,26.79,2023-11-03
Walmart Pharmacy,Healthcare & Medical,USA,USD,freelancer,67.85,2023-11-04
Mini Golf,Entertainment & Recreation,USA,USD,freelancer,135.03,2023-11-04
Theater #8291 TXN777757,Entertainment & Recreation,USA,USD,freelancer,115.45,2023-11-04
Checkers #5429,Food & Dining,USA,USD,freelancer,13.25,2023-11-04
Burlington - USA Branch,Shopping & Retail,USA,USD,freelancer,85.23,2023-11-06
Bookkeeping - USA - Holiday,Financial Services,USA,USD,freelancer,947.25,2023-11-07
Gold's Gym Store,Entertainment & Recreation,USA,USD,freelancer,92.18,2023-11-07
Anytime Fitness #9362 Online - Weekend,Entertainment & Recreation,USA,USD,freelancer,26.97,2023-11-07
Citibank Center TXN120788,Financial Services,USA,USD,freelancer,920.66,2023-11-07
Satellite Internet TXN840004,Utilities & Services,USA,USD,freelancer,132.86,2023-11-08
ASPCA Online,Charity & Donations,USA,USD,freelancer,170.41,2023-11-08
Zara,Shopping & Retail,USA,USD,freelancer,127.19,2023-11-08
Mobile Hotspot #2193 (Digital Wallet),Utilities & Services,USA,USD,freelancer,213.8,2023-11-09
Specialist - USA Airport,Healthcare & Medical,USA,USD,freelancer,234.11,2023-11-10
Johns Hopkins #7629 Airport,Healthcare & Medical,USA,USD,freelancer,463.08,2023-11-10
Macy's - USA,Shopping & Retail,USA,USD,freelancer,195.17,2023-11-11
Lowe's Online,Shopping & Retail,USA,USD,freelancer,257.43,2023-11-12
Mini Golf - Rush Hour,Entertainment & Recreation,USA,USD,freelancer,94.87,2023-11-14
DSL #6989,Utilities & Services,USA,USD,freelancer,142.2,2023-11-14
Fifth Third,Financial Services,USA,USD,freelancer,318.0,2023-11-14
MRI - Morning,Healthcare & Medical,USA,USD,freelancer,358.87,2023-11-15
Walk-in Clinic #9140 Strip Mall,Healthcare & Medical,USA,USD,freelancer,174.22,2023-11-15
Saks Off 5th #9369,Shopping & Retail,USA,USD,freelancer,161.26,2023-11-15
Dollar General Branch TXN145110,Shopping & Retail,USA,USD,freelancer,281.57,2023-11-15
Gas Company (Bank Transfer),Utilities & Services,USA,USD,freelancer,260.68,2023-11-15
Ross Online,Shopping & Retail,USA,USD,freelancer,68.59,2023-11-16
KFC,Food & Dining,USA,USD,freelancer,17.45,2023-11-16
FBI - USA Store,Government & Legal,USA,USD,freelancer,170.04,2023-11-16
Dental,Healthcare & Medical,USA,USD,freelancer,120.57,2023-11-16
Spotify,Entertainment & Recreation,USA,USD,freelancer,8.16,2023-11-16
Von Maur TXN290810,Shopping & Retail,USA,USD,freelancer,23.57,2023-11-18
SoulCycle (App),Entertainment & Recreation,USA,USD,freelancer,48.08,2023-11-18
In-N-Out Branch (Contactless),Food & Dining,USA,USD,freelancer,31.99,2023-11-19
Safeway Shopping Center,Food & Dining,USA,USD,freelancer,23.84,2023-11-19
NYU Langone,Healthcare & Medical,USA,USD,freelancer,491.26,2023-11-19
Museum,Entertainment & Recreation,USA,USD,freelancer,122.46,2023-11-20
Safeway #6232,Food & Dining,USA,USD,freelancer,34.78,2023-11-22
Mediacom #9469 (Card),Utilities & Services,USA,USD,freelancer,75.28,2023-11-23
World Vision,Charity & Donations,USA,USD,freelancer,175.42,2023-11-24
Zaxby's Center (Cash),Food & Dining,USA,USD,freelancer,26.79,2023-11-25
Water Company #9551 - USA (Contactless),Utilities & Services,USA,USD,freelancer,52.99,2023-11-25
Local Church - USA,Charity & Donations,USA,USD,freelancer,168.1,2023-11-27
Golf Course,Entertainment & Recreation,USA,USD,freelancer,23.14,2023-11-27
BART,Transportation,USA,USD,freelancer,82.76,2023-12-01
WiFi - USA (Wire),Utilities & Services,USA,USD,freelancer,149.52,2023-12-02
Blimpie (Cash),Food & Dining,USA,USD,freelancer,30.82,2023-12-02
Police Department,Government & Legal,USA,USD,freelancer,346.07,2023-12-03
Temple Store Online,Charity & Donations,USA,USD,freelancer,194.92,2023-12-03
Paramedic - USA,Government & Legal,USA,USD,freelancer,499.79,2023-12-03
